i;ID_QR;ID_xls;CHACRA_ID_QR;CANAL;LOTE;CHACRA;SUPERFICIE;ID_CAMPAÑA;ACTIVIDAD
211;Balsa Oeste 1 10;Balsa Oeste 1 10;Balsa Oeste;1;10;Balsa Oeste;3,1;BALSA OESTE 1;P. MANT.
212;Balsa Oeste 1 11;Balsa Oeste 1 11;Balsa Oeste;1;11;Balsa Oeste;3,9;BALSA OESTE 1;P. MANT.
213;Balsa Oeste 1 12;Balsa Oeste 1 12;Balsa Oeste;1;12;Balsa Oeste;3,9;BALSA OESTE 1;P. MANT.
214;Balsa Oeste 1 13;Balsa Oeste 1 13;Balsa Oeste;1;13;Balsa Oeste;3,1;BALSA OESTE 1;P. MANT.
215;Balsa Oeste 1 14;Balsa Oeste 1 14;Balsa Oeste;1;14;Balsa Oeste;2,9;BALSA OESTE 1;P. MANT.
216;Balsa Oeste 1 15;Balsa Oeste 1 15;Balsa Oeste;1;15;Balsa Oeste;3,1;BALSA OESTE 1;P. MANT.
217;Balsa Oeste 1 16;Balsa Oeste 1 16;Balsa Oeste;1;16;Balsa Oeste;3;BALSA OESTE 1;P. MANT.
218;Balsa Oeste 1 17;Balsa Oeste 1 17;Balsa Oeste;1;17;Balsa Oeste;4,1;BALSA OESTE 1;P. MANT.
219;Balsa Oeste 1 18;Balsa Oeste 1 18;Balsa Oeste;1;18;Balsa Oeste;4;BALSA OESTE 5;#N/D
220;Balsa Oeste 1 19;Balsa Oeste 1 19;Balsa Oeste;1;19;Balsa Oeste;4,8;BALSA OESTE 1;P. MANT.
221;Balsa Oeste 1 20;Balsa Oeste 1 20;Balsa Oeste;1;20;Balsa Oeste;3,7;BALSA OESTE 5;#N/D
222;Balsa Oeste 1 22;Balsa Oeste 1 22;Balsa Oeste;1;22;Balsa Oeste;2,6;BALSA OESTE 5;#N/D
223;Balsa Oeste 1 24;Balsa Oeste 1 24;Balsa Oeste;1;24;Balsa Oeste;2;BALSA OESTE 5;#N/D
224;Balsa Oeste 1 26;Balsa Oeste 1 26;Balsa Oeste;1;26;Balsa Oeste;2,4;BALSA OESTE 5;#N/D
225;Balsa Oeste 1 28;Balsa Oeste 1 28;Balsa Oeste;1;28;Balsa Oeste;1,8;BALSA OESTE 5;#N/D
226;Balsa Oeste 1 30;Balsa Oeste 1 30;Balsa Oeste;1;30;Balsa Oeste;0,7;BALSA OESTE 2;P. IMPLAN.
227;Balsa Oeste 1 32;Balsa Oeste 1 32;Balsa Oeste;1;32;Balsa Oeste;1,5;BALSA OESTE 2;P. IMPLAN.
228;Balsa Oeste 1 34;Balsa Oeste 1 34;Balsa Oeste;1;34;Balsa Oeste;2,6;BALSA OESTE 2;P. IMPLAN.
229;Balsa Oeste 1 36;Balsa Oeste 1 36;Balsa Oeste;1;36;Balsa Oeste;3,5;BALSA OESTE 2;P. IMPLAN.
230;Balsa Oeste 2 1;Balsa Oeste 2 1;Balsa Oeste;2;1;Balsa Oeste;4,7;BALSA OESTE 4;P. MANT.
231;Balsa Oeste 2 2;Balsa Oeste 2 2;Balsa Oeste;2;2;Balsa Oeste;6,3;BALSA OESTE 3;MAIZ
232;Balsa Oeste 2 3;Balsa Oeste 2 3;Balsa Oeste;2;3;Balsa Oeste;3,6;BALSA OESTE 4;P. MANT.
233;Balsa Oeste 2 4;Balsa Oeste 2 4;Balsa Oeste;2;4;Balsa Oeste;4,7;BALSA OESTE 3;MAIZ
234;Balsa Oeste 2 5;Balsa Oeste 2 5;Balsa Oeste;2;5;Balsa Oeste;4,3;BALSA OESTE 4;P. MANT.
235;Balsa Oeste 2 6;Balsa Oeste 2 6;Balsa Oeste;2;6;Balsa Oeste;4,4;BALSA OESTE 3;MAIZ
236;Balsa Oeste 2 7;Balsa Oeste 2 7;Balsa Oeste;2;7;Balsa Oeste;3,1;BALSA OESTE 4;P. MANT.
237;Balsa Oeste 2 8;Balsa Oeste 2 8;Balsa Oeste;2;8;Balsa Oeste;2,6;BALSA OESTE 3;MAIZ
238;Balsa Oeste 2 9;Balsa Oeste 2 9;Balsa Oeste;2;9;Balsa Oeste;3,1;BALSA OESTE 4;P. MANT.
239;Balsa Oeste 2 10;Balsa Oeste 2 10;Balsa Oeste;2;10;Balsa Oeste;2,1;BALSA OESTE 3;MAIZ
240;Balsa Oeste 2 11;Balsa Oeste 2 11;Balsa Oeste;2;11;Balsa Oeste;4;BALSA OESTE 4;P. MANT.
241;Balsa Oeste 2 12;Balsa Oeste 2 12;Balsa Oeste;2;12;Balsa Oeste;1,9;BALSA OESTE 3;MAIZ
242;Balsa Oeste 2 13;Balsa Oeste 2 13;Balsa Oeste;2;13;Balsa Oeste;3,7;BALSA OESTE 4;P. MANT.
243;Balsa Oeste 2 15;Balsa Oeste 2 15;Balsa Oeste;2;15;Balsa Oeste;3,2;BALSA OESTE 4;P. MANT.
244;Balsa Oeste 2 17;Balsa Oeste 2 17;Balsa Oeste;2;17;Balsa Oeste;3,5;BALSA OESTE 4;P. MANT.
245;Balsa Oeste 2 19;Balsa Oeste 2 19;Balsa Oeste;2;19;Balsa Oeste;2,6;BALSA OESTE 4;P. MANT.
246;Balsa Oeste 2 21;Balsa Oeste 2 21;Balsa Oeste;2;21;Balsa Oeste;3,7;BALSA OESTE 5;#N/D
247;Balsa Oeste 2 23;Balsa Oeste 2 23;Balsa Oeste;2;23;Balsa Oeste;2,6;BALSA OESTE 5;#N/D
248;Balsa Oeste 2 25;Balsa Oeste 2 25;Balsa Oeste;2;25;Balsa Oeste;2,5;BALSA OESTE 5;#N/D
249;Balsa Oeste 2 27;Balsa Oeste 2 27;Balsa Oeste;2;27;Balsa Oeste;1,3;BALSA OESTE 5;#N/D
250;Balsa Oeste 2 29;Balsa Oeste 2 29;Balsa Oeste;2;29;Balsa Oeste;2,2;BALSA OESTE 2;P. IMPLAN.
251;Dos Molinos 0 1;;Dos Molinos;0;1;Dos Molinos;#N/D;;#N/D
252;Dos Molinos 0 2;Dos Molinos 0 2;Dos Molinos;0;2;Dos Molinos;1;DOS MOLINOS 1;P. MANT.
253;Dos Molinos 0 3;Dos Molinos 0 3;Dos Molinos;0;3;Dos Molinos;3,4;DOS MOLINOS 2;P. MANT.
254;Dos Molinos 0 4;Dos Molinos 0 4;Dos Molinos;0;4;Dos Molinos;1,2;DOS MOLINOS 1;P. MANT.
255;Dos Molinos 0 6;Dos Molinos 0 6;Dos Molinos;0;6;Dos Molinos;1,2;DOS MOLINOS 1;P. MANT.
256;Dos Molinos 0 8;Dos Molinos 0 8;Dos Molinos;0;8;Dos Molinos;1,2;DOS MOLINOS 1;P. MANT.
257;Dos Molinos 0 9;Dos Molinos 0 9;Dos Molinos;0;9;Dos Molinos;2,9;DOS MOLINOS 2;P. MANT.
258;Dos Molinos 0 10;Dos Molinos 0 10;Dos Molinos;0;10;Dos Molinos;1,2;DOS MOLINOS 1;P. MANT.
259;Dos Molinos 0 11;Dos Molinos 0 11;Dos Molinos;0;11;Dos Molinos;2,8;DOS MOLINOS 2;P. MANT.
260;Dos Molinos 0 12;Dos Molinos 0 12;Dos Molinos;0;12;Dos Molinos;1,2;DOS MOLINOS 1;P. MANT.
261;Dos Molinos 0 13;Dos Molinos 0 13;Dos Molinos;0;13;Dos Molinos;2,8;DOS MOLINOS 2;P. MANT.
262;Dos Molinos 0 14;Dos Molinos 0 14;Dos Molinos;0;14;Dos Molinos;1,2;DOS MOLINOS 1;P. MANT.
263;Dos Molinos 0 15;Dos Molinos 0 15;Dos Molinos;0;15;Dos Molinos;2,6;DOS MOLINOS 2;P. MANT.
264;Dos Molinos 0 16;Dos Molinos 0 16;Dos Molinos;0;16;Dos Molinos;1,2;DOS MOLINOS 1;P. MANT.
265;Dos Molinos 0 17;Dos Molinos 0 17;Dos Molinos;0;17;Dos Molinos;1,7;DOS MOLINOS 3;P. MANT.
266;Dos Molinos 0 18;Dos Molinos 0 18;Dos Molinos;0;18;Dos Molinos;1,2;DOS MOLINOS 1;P. MANT.
267;Dos Molinos 0 19;Dos Molinos 0 19;Dos Molinos;0;19;Dos Molinos;0,7;DOS MOLINOS 3;P. MANT.
268;Dos Molinos 0 20;Dos Molinos 0 20;Dos Molinos;0;20;Dos Molinos;1,2;DOS MOLINOS 1;P. MANT.
269;Dos Molinos 0 21;Dos Molinos 0 21;Dos Molinos;0;21;Dos Molinos;1,5;DOS MOLINOS 1;P. MANT.
270;Dos Molinos 1 1;Dos Molinos 1 1;Dos Molinos;1;1;Dos Molinos;3,1;DOS MOLINOS 3;P. MANT.
271;Dos Molinos 1 2;Dos Molinos 1 2;Dos Molinos;1;2;Dos Molinos;4,1;DOS MOLINOS 3;P. MANT.
272;Dos Molinos 1 3;Dos Molinos 1 3;Dos Molinos;1;3;Dos Molinos;3,1;DOS MOLINOS 3;P. MANT.
273;Dos Molinos 1 4;Dos Molinos 1 4;Dos Molinos;1;4;Dos Molinos;3,3;DOS MOLINOS 3;P. MANT.
274;Dos Molinos 1 5;Dos Molinos 1 5;Dos Molinos;1;5;Dos Molinos;3,1;DOS MOLINOS 3;P. MANT.
275;Dos Molinos 1 6;Dos Molinos 1 6;Dos Molinos;1;6;Dos Molinos;3,4;DOS MOLINOS 3;P. MANT.
276;Dos Molinos 1 7;Dos Molinos 1 7;Dos Molinos;1;7;Dos Molinos;4,7;DOS MOLINOS 3;P. MANT.
277;Dos Molinos 1 8;Dos Molinos 1 8;Dos Molinos;1;8;Dos Molinos;2,8;DOS MOLINOS 3;P. MANT.
278;El Triangulo1 1;El Triangulo 1 1;El Triangulo;1;1;El Triangulo;2,2;EL TRIANGULO;P. MANT.
279;El Triangulo1 2;El Triangulo 1 2;El Triangulo;1;2;El Triangulo;2,1;EL TRIANGULO;P. MANT.
280;El Triangulo1 3;El Triangulo 1 3;El Triangulo;1;3;El Triangulo;2,4;EL TRIANGULO;P. MANT.
281;El Triangulo1 4;El Triangulo 1 4;El Triangulo;1;4;El Triangulo;2,3;EL TRIANGULO;P. MANT.
282;El Triangulo1 5;El Triangulo 1 5;El Triangulo;1;5;El Triangulo;2,4;EL TRIANGULO;P. MANT.
283;El Triangulo1 6;El Triangulo 1 6;El Triangulo;1;6;El Triangulo;2,5;EL TRIANGULO;P. MANT.
284;El Triangulo1 7;El Triangulo 1 7;El Triangulo;1;7;El Triangulo;2,8;EL TRIANGULO;P. MANT.
285;El Triangulo1 8;El Triangulo 1 8;El Triangulo;1;8;El Triangulo;2,9;EL TRIANGULO;P. MANT.
286;El Triangulo1 9;El Triangulo 1 9;El Triangulo;1;9;El Triangulo;2,9;EL TRIANGULO;P. MANT.
287;El Triangulo1 10;El Triangulo 1 10;El Triangulo;1;10;El Triangulo;3,1;EL TRIANGULO;P. MANT.
288;El Triangulo1 11;El Triangulo 1 11;El Triangulo;1;11;El Triangulo;2,9;EL TRIANGULO;P. MANT.
289;El Triangulo1 12;El Triangulo 1 12;El Triangulo;1;12;El Triangulo;3,2;EL TRIANGULO;P. MANT.
290;El Triangulo1 13;El Triangulo 1 13;El Triangulo;1;13;El Triangulo;3,1;EL TRIANGULO;P. MANT.
291;El Triangulo1 14;El Triangulo 1 14;El Triangulo;1;14;El Triangulo;3,5;EL TRIANGULO;P. MANT.
292;El Triangulo1 15;El Triangulo 1 15;El Triangulo;1;15;El Triangulo;3,3;EL TRIANGULO;P. MANT.
293;El Triangulo1 16;El Triangulo 1 16;El Triangulo;1;16;El Triangulo;2,9;EL TRIANGULO;P. MANT.
294;El Triangulo1 17;El Triangulo 1 17;El Triangulo;1;17;El Triangulo;3,6;EL TRIANGULO;P. MANT.
295;El Triangulo1 18;El Triangulo 1 18;El Triangulo;1;18;El Triangulo;3,4;EL TRIANGULO;P. MANT.
296;El Triangulo1 19;El Triangulo 1 19;El Triangulo;1;19;El Triangulo;3,3;EL TRIANGULO;P. MANT.
297;El Triangulo1 20;El Triangulo 1 20;El Triangulo;1;20;El Triangulo;3,2;EL TRIANGULO;P. MANT.
298;El Triangulo1 21;El Triangulo 1 21;El Triangulo;1;21;El Triangulo;3,5;EL TRIANGULO;P. MANT.
299;El Triangulo1 22;El Triangulo 1 22;El Triangulo;1;22;El Triangulo;3,2;EL TRIANGULO;P. MANT.
300;El Triangulo1 23;El Triangulo 1 23;El Triangulo;1;23;El Triangulo;3,5;EL TRIANGULO;P. MANT.
301;El Triangulo1 24;El Triangulo 1 24;El Triangulo;1;24;El Triangulo;3,4;EL TRIANGULO;P. MANT.
302;El Triangulo1 25;El Triangulo 1 25;El Triangulo;1;25;El Triangulo;3,2;EL TRIANGULO;P. MANT.
303;El Triangulo1 26;El Triangulo 1 26;El Triangulo;1;26;El Triangulo;3,2;EL TRIANGULO;P. MANT.
304;El Triangulo1 27;El Triangulo 1 27;El Triangulo;1;27;El Triangulo;3,5;EL TRIANGULO;P. MANT.
305;El Triangulo1 28;El Triangulo 1 28;El Triangulo;1;28;El Triangulo;3,3;EL TRIANGULO;P. MANT.
306;El Triangulo1 29;El Triangulo 1 29;El Triangulo;1;29;El Triangulo;3,9;EL TRIANGULO;P. MANT.
307;El Triangulo1 30;El Triangulo 1 30;El Triangulo;1;30;El Triangulo;3,4;EL TRIANGULO;P. MANT.
308;El Triangulo1 31;El Triangulo 1 31;El Triangulo;1;31;El Triangulo;3,8;EL TRIANGULO;P. MANT.
309;El Triangulo1 32;El Triangulo 1 32;El Triangulo;1;32;El Triangulo;3,1;EL TRIANGULO;P. MANT.
310;El Triangulo1 33;El Triangulo 1 33;El Triangulo;1;33;El Triangulo;4,3;EL TRIANGULO;P. MANT.
311;El Triangulo1 34;El Triangulo 1 34;El Triangulo;1;34;El Triangulo;3,3;EL TRIANGULO;P. MANT.
312;El Triangulo1 35;El Triangulo 1 35;El Triangulo;1;35;El Triangulo;4,2;EL TRIANGULO;P. MANT.
313;El Triangulo1 36;El Triangulo 1 36;El Triangulo;1;36;El Triangulo;3,1;EL TRIANGULO;P. MANT.
314;El Triangulo1 37;El Triangulo 1 37;El Triangulo;1;37;El Triangulo;4,5;EL TRIANGULO;P. MANT.
315;El Triangulo1 38;El Triangulo 1 38;El Triangulo;1;38;El Triangulo;3,4;EL TRIANGULO;P. MANT.
316;El Triangulo1 39;El Triangulo 1 39;El Triangulo;1;39;El Triangulo;4,4;EL TRIANGULO;P. MANT.
317;El Triangulo1 40;El Triangulo 1 40;El Triangulo;1;40;El Triangulo;4,1;EL TRIANGULO;P. MANT.
318;El Triangulo1 41;El Triangulo 1 41;El Triangulo;1;41;El Triangulo;1,8;EL TRIANGULO;P. MANT.
319;El Triangulo1 42;El Triangulo 1 42;El Triangulo;1;42;El Triangulo;3,9;EL TRIANGULO;P. MANT.
320;El Triangulo1 44;El Triangulo 1 44;El Triangulo;1;44;El Triangulo;2,9;EL TRIANGULO;P. MANT.
321;Los Toros 5 1;Los Toros 5 1;Los Toros;5;1;Los Toros;3,4;;#N/D
322;Los Toros 5 2;Los Toros 5 2;Los Toros;5;2;Los Toros;3,4;;#N/D
323;Los Toros 5 3;;Los Toros;5;3;Los Toros;#N/D;;#N/D
324;Los Toros 5 4;Los Toros 5 4;Los Toros;5;4;Los Toros;3,7;;#N/D
325;Los Toros 5 5;;Los Toros;5;5;Los Toros;#N/D;;#N/D
326;Los Toros 5 6;Los Toros 5 6;Los Toros;5;6;Los Toros;3,7;;#N/D
327;Los Toros 5 7;Los Toros 5 7;Los Toros;5;7;Los Toros;0,5;LOS TOROS 2;VERDEO DE MOHA
328;Los Toros 5 8;Los Toros 5 8;Los Toros;5;8;Los Toros;0;;#N/D
329;Los Toros 5 9;Los Toros 5 9;Los Toros;5;9;Los Toros;0,6;LOS TOROS 2;VERDEO DE MOHA
330;Los Toros 5 10;Los Toros 5 10;Los Toros;5;10;Los Toros;0;;#N/D
331;Los Toros 5 11;Los Toros 5 11;Los Toros;5;11;Los Toros;0,7;LOS TOROS 2;VERDEO DE MOHA
332;Los Toros 5 12;Los Toros 5 12;Los Toros;5;12;Los Toros;3,6;LOS TOROS 3;P. MANT.
333;Los Toros 5 13;Los Toros 5 13;Los Toros;5;13;Los Toros;3,5;LOS TOROS 2;VERDEO DE MOHA
334;Los Toros 5 14;Los Toros 5 14;Los Toros;5;14;Los Toros;3,9;LOS TOROS 3;P. MANT.
335;Los Toros 5 15;Los Toros 5 15;Los Toros;5;15;Los Toros;2,1;LOS TOROS 2;VERDEO DE MOHA
336;Los Toros 5 16;Los Toros 5 16;Los Toros;5;16;Los Toros;3,7;LOS TOROS 3;P. MANT.
337;Los Toros 5 17;Los Toros 5 17;Los Toros;5;17;Los Toros;1,6;LOS TOROS 2;VERDEO DE MOHA
338;Los Toros 5 18;Los Toros 5 18;Los Toros;5;18;Los Toros;3,8;LOS TOROS 3;P. MANT.
339;Los Toros 5 19;Los Toros 5 19;Los Toros;5;19;Los Toros;1,4;LOS TOROS 2;VERDEO DE MOHA
340;Los Toros 5 20;Los Toros 5 20;Los Toros;5;20;Los Toros;3,6;LOS TOROS 3;P. MANT.
341;Los Toros 5 21;Los Toros 5 21;Los Toros;5;21;Los Toros;2;LOS TOROS 2;VERDEO DE MOHA
342;Los Toros 5 22;Los Toros 5 22;Los Toros;5;22;Los Toros;3,7;LOS TOROS 3;P. MANT.
343;Los Toros 5 23;Los Toros 5 23;Los Toros;5;23;Los Toros;2,5;LOS TOROS 2;VERDEO DE MOHA
344;Los Toros 5 24;Los Toros 5 24;Los Toros;5;24;Los Toros;3,7;LOS TOROS 3;P. MANT.
345;Los Toros 5 25;Los Toros 5 25;Los Toros;5;25;Los Toros;3;LOS TOROS 2;VERDEO DE MOHA
346;Los Toros 5 26;Los Toros 5 26;Los Toros;5;26;Los Toros;3,5;LOS TOROS 3;P. MANT.
347;Los Toros 5 27;Los Toros 5 27;Los Toros;5;27;Los Toros;3,4;LOS TOROS 2;VERDEO DE MOHA
348;Los Toros 5 28;Los Toros 5 28;Los Toros;5;28;Los Toros;3,8;LOS TOROS 3;P. MANT.
349;Los Toros 5 29;Los Toros 5 29;Los Toros;5;29;Los Toros;3,5;LOS TOROS 2;VERDEO DE MOHA
350;Los Toros 5 30;Los Toros 5 30;Los Toros;5;30;Los Toros;3,7;LOS TOROS 3;P. MANT.
351;Los Toros 5 31;Los Toros 5 31;Los Toros;5;31;Los Toros;3,3;LOS TOROS 2;VERDEO DE MOHA
352;Los Toros 5 32;Los Toros 5 32;Los Toros;5;32;Los Toros;3,8;LOS TOROS 3;P. MANT.
353;Los Toros 5 33;Los Toros 5 33;Los Toros;5;33;Los Toros;3,2;LOS TOROS 2;VERDEO DE MOHA
354;Los Toros 5 34;Los Toros 5 34;Los Toros;5;34;Los Toros;3,5;LOS TOROS 1;P. IMPLAN.
355;Los Toros 5 36;Los Toros 5 36;Los Toros;5;36;Los Toros;3,6;LOS TOROS 1;P. IMPLAN.
356;Los Toros 5 38;Los Toros 5 38;Los Toros;5;38;Los Toros;3,6;LOS TOROS 1;P. IMPLAN.
357;Los Toros 5 40;Los Toros 5 40;Los Toros;5;40;Los Toros;4;LOS TOROS 1;P. IMPLAN.
358;Los Toros 5 42;Los Toros 5 42;Los Toros;5;42;Los Toros;3,5;LOS TOROS 1;P. IMPLAN.
359;Los Toros 5 44;Los Toros 5 44;Los Toros;5;44;Los Toros;3,8;LOS TOROS 1;P. IMPLAN.
360;Los Toros 5 46;Los Toros 5 46;Los Toros;5;46;Los Toros;2,9;LOS TOROS 1;P. IMPLAN.
361;N1 1 1;N1 1 1;N1;1;1;N1;#N/D;;#N/D
362;N1 1 2;N1 1 2;N1;1;2;N1;#N/D;;#N/D
363;N1 1 3;N1 1 3;N1;1;3;N1;#N/D;;#N/D
364;N1 1 4;N1 1 4;N1;1;4;N1;#N/D;;#N/D
365;N1 1 5;N1 1 5;N1;1;5;N1;#N/D;;#N/D
366;N1 1 6;N1 1 6;N1;1;6;N1;#N/D;;#N/D
367;N1 1 7;N1 1 7;N1;1;7;N1;#N/D;;#N/D
368;N1 1 8;N1 1 8;N1;1;8;N1;#N/D;;#N/D
369;N1 1 9;N1 1 9;N1;1;9;N1;#N/D;;#N/D
370;N1 1 10;N1 1 10;N1;1;10;N1;#N/D;;#N/D
371;N1 1 11;N1 1 11;N1;1;11;N1;#N/D;;#N/D
372;N1 1 12;N1 1 12;N1;1;12;N1;#N/D;;#N/D
373;N1 1 13;;N1;1;13;N1;#N/D;;#N/D
374;N1 1 14;;N1;1;14;N1;#N/D;;#N/D
375;N1 1 15;;N1;1;15;N1;#N/D;;#N/D
376;N1 1 16;;N1;1;16;N1;#N/D;;#N/D
377;N1 1 17;N1 1 17;N1;1;17;N1;#N/D;;#N/D
378;N1 1 18;N1 1 18;N1;1;18;N1;#N/D;;#N/D
379;N1 1 19;N1 1 19;N1;1;19;N1;#N/D;;#N/D
380;N1 1 20;N1 1 20;N1;1;20;N1;#N/D;;#N/D
381;Chacra N1 1 21;N1 1 21;Chacra N1;1;21;N1;#N/D;;#N/D
382;N1 1 22;N1 1 22;N1;1;22;N1;#N/D;;#N/D
383;Chacra N10 1 1;N10 10 1;Chacra N10;1;1;N10;4,2;N10 ESTE;MAIZ
384;Chacra N10 1 2;N10 10 2;Chacra N10;1;2;N10;2,9;N10 OESTE;P. MANT.
385;Chacra N10 1 3;N10 10 3;Chacra N10;1;3;N10;3,5;N10 ESTE;MAIZ
386;Chacra N10 1 4;N10 10 4;Chacra N10;1;4;N10;2,9;N10 OESTE;P. MANT.
387;N10 1 5;N10 10 5;N10;1;5;N10;3,5;N10 ESTE;MAIZ
388;Chacra N10 1 6;N10 10 6;Chacra N10;1;6;N10;3,6;N10 OESTE;P. MANT.
389;N10 1 7;N10 10 7;N10;1;7;N10;3,5;N10 ESTE;MAIZ
390;Chacra N10 1 8;N10 10 8;Chacra N10;1;8;N10;3,6;N10 OESTE;P. MANT.
391;N10 1 9;N10 10 9;N10;1;9;N10;3,5;N10 ESTE;MAIZ
392;Chacra N10 1 10;N10 10 10;Chacra N10;1;10;N10;3,6;N10 OESTE;P. MANT.
393;N10 1 11;N10 10 11;N10;1;11;N10;3,5;N10 ESTE;MAIZ
394;Chacra N10 1 12;N10 10 12;Chacra N10;1;12;N10;3,6;N10 OESTE;P. MANT.
395;N10 1 13;N10 10 13;N10;1;13;N10;3,5;N10 ESTE;MAIZ
396;Chacra N10 1 14;N10 10 14;Chacra N10;1;14;N10;3,6;N10 OESTE;P. MANT.
397;N10 1 15;N10 10 15;N10;1;15;N10;3,5;N10 ESTE;MAIZ
398;Chacra N10 1 16;N10 10 16;Chacra N10;1;16;N10;3,6;N10 OESTE;P. MANT.
399;N10 1 17;N10 10 17;N10;1;17;N10;3,5;N10 ESTE;MAIZ
400;Chacra N10 1 18;N10 10 18;Chacra N10;1;18;N10;3,6;N10 OESTE;P. MANT.
401;N10 1 19;N10 10 19;N10;1;19;N10;3,5;N10 ESTE;MAIZ
402;N10 1 20;N10 10 20;N10;1;20;N10;3,6;N10 OESTE;P. MANT.
403;N10 1 21;N10 10 21;N10;1;21;N10;3,5;N10 ESTE;MAIZ
404;Chacra N10 1 22;N10 10 22;Chacra N10;1;22;N10;3,6;N10 OESTE;P. MANT.
405;N10 1 23;N10 10 23;N10;1;23;N10;3,5;N10 ESTE;MAIZ
406;Chacra N10 1 24;N10 10 24;Chacra N10;1;24;N10;3,6;N10 OESTE;P. MANT.
407;N10 1 25;N10 10 25;N10;1;25;N10;3,5;N10 ESTE;MAIZ
408;Chacra N10 1 26;N10 10 26;Chacra N10;1;26;N10;3,6;N10 OESTE;P. MANT.
409;N10 1 27;N10 10 27;N10;1;27;N10;3,5;N10 ESTE;MAIZ
410;Chacra N10 1 28;N10 10 28;Chacra N10;1;28;N10;3,6;N10 OESTE;P. MANT.
411;N10 1 29;N10 10 29;N10;1;29;N10;3,5;N10 ESTE;MAIZ
412;N10 1 30;N10 10 30;N10;1;30;N10;3,6;N10 OESTE;P. MANT.
413;N10 1 31;N10 10 31;N10;1;31;N10;3,5;N10 ESTE;MAIZ
414;Chacra N10 1 32;N10 10 32;Chacra N10;1;32;N10;3,6;N10 OESTE;P. MANT.
415;N10 1 33;N10 10 33;N10;1;33;N10;3,5;N10 ESTE;MAIZ
416;Chacra N10 1 34;N10 10 34;Chacra N10;1;34;N10;3,6;N10 OESTE;P. MANT.
417;N10 1 35;N10 10 35;N10;1;35;N10;3,5;N10 ESTE;MAIZ
418;Chacra N10 1 36;N10 10 36;Chacra N10;1;36;N10;3,6;N10 OESTE;P. MANT.
419;N10 1 37;N10 10 37;N10;1;37;N10;3,5;N10 ESTE;MAIZ
420;Chacra N10 1 38;N10 10 38;Chacra N10;1;38;N10;3,6;N10 OESTE;P. MANT.
421;N10 1 39;N10 10 39;N10;1;39;N10;3,5;N10 ESTE;MAIZ
422;N10 1 40;N10 10 40;N10;1;40;N10;3,6;N10 OESTE;P. MANT.
423;N10 1 41;N10 10 41;N10;1;41;N10;3,5;N10 ESTE;MAIZ
424;Chacra N10 1 42;N10 10 42;Chacra N10;1;42;N10;3,6;N10 OESTE;P. MANT.
425;N10 1 43;N10 10 43;N10;1;43;N10;3,5;N10 ESTE;MAIZ
426;Chacra N10 1 44;N10 10 44;Chacra N10;1;44;N10;3,6;N10 OESTE;P. MANT.
427;N10 1 45;N10 10 45;N10;1;45;N10;3,5;N10 ESTE;MAIZ
428;Chacra N10 1 46;N10 10 46;Chacra N10;1;46;N10;3,6;N10 OESTE;P. MANT.
429;Chacra N10 1 48;N10 10 48;Chacra N10;1;48;N10;3,6;N10 OESTE;P. MANT.
430;Chacra N3 1 1;;Chacra N3;1;1;N3;#N/D;;#N/D
431;Chacra N3 1 3;;Chacra N3;1;3;N3;#N/D;;#N/D
432;Chacra N3 1 5;;Chacra N3;1;5;N3;#N/D;;#N/D
433;Chacra N3 1 7;N3 3 7;Chacra N3;1;7;N3;#N/D;;#N/D
434;Chacra N3 1 8;N3 3 8;Chacra N3;1;8;N3;#N/D;;#N/D
435;Chacra N3 1 9;;Chacra N3;1;9;N3;#N/D;;#N/D
436;Chacra N3 1 11;;Chacra N3;1;11;N3;#N/D;;#N/D
437;Chacra N3 1 12;N3 12;Chacra N3;1;12;N3;5,9;;#N/D
438;Chacra N3 1 13;N3 13;Chacra N3;1;13;N3;3,6;;#N/D
439;Chacra N3 1 14;N3 14;Chacra N3;1;14;N3;3,6;;#N/D
440;Chacra N3 1 15;N3 15;Chacra N3;1;15;N3;3,6;;#N/D
441;Chacra N3 1 16;N3 16;Chacra N3;1;16;N3;3,6;;#N/D
442;Chacra N3 1 17;N3 17;Chacra N3;1;17;N3;3,6;;#N/D
443;Chacra N3 1 18;N3 18;Chacra N3;1;18;N3;3,6;;#N/D
444;Chacra N3 1 19;N3 19;Chacra N3;1;19;N3;3,6;;#N/D
445;Chacra N4 1 21;N4 4 21;Chacra N4;1;21;N4;#N/D;;#N/D
446;N4 4 1;N4 1;N4;4;1;N4;5,7;;#N/D
447;N4 4 2;;N4;4;2;N4;#N/D;;#N/D
448;N4 4 3;;N4;4;3;N4;#N/D;;#N/D
449;N4 4 5;N4 4 5;N4;4;5;N4;#N/D;;#N/D
450;N4 4 6;N4 4 6;N4;4;6;N4;#N/D;;#N/D
451;N4 4 7;N4 4 7;N4;4;7;N4;#N/D;;#N/D
452;N4 4 9;;N4;4;9;N4;#N/D;;#N/D
453;N4 4 11;;N4;4;11;N4;#N/D;;#N/D
454;N4 4 12;N4 4 12;N4;4;12;N4;#N/D;;#N/D
455;N4 4 13;N4 4 13;N4;4;13;N4;#N/D;;#N/D
456;N4 4 14;N4 4 14;N4;4;14;N4;#N/D;;#N/D
457;N4 4 15;N4 4 15;N4;4;15;N4;#N/D;;#N/D
458;N4 4 16;N4 4 16;N4;4;16;N4;#N/D;;#N/D
